purchase_datetime,order_id,client_id,purchase_weekday_flag,purchase_time_period,first_purchase_flag,purchase_type,tickets_quantity,total_value,trip_type,no_return_flag,origin_departure,destination_departure,origin_return,destination_return,bus_company_departure,bus_company_return
2022-07-14 10:16:52,f08c3f551a19f1ce13525825dbf0d0ce9c3492da92bbb29405d86d1abf454f78,17427df9b085e934834e8fe1b6bce73f46f75facfa7f91a4e162fa2fe519502d,True,manhã,False,individual,1,55.46,ida,True,20ca98162ba780883712eb701c84e4c06f73aba78e903935a9ad799193b4627f,a77b6cbdf6fae1676369dea1e1ea675e4c2400c9e43bd535fdfd9395cb48cbaa,,,96061e92f58e4bdcdee73df36183fe3ac64747c81c26f6c83aada8d2aabb1864,
2022-07-05 12:35:35,490f708f362e424df4d32bf56a6b9b17e013b29dc04d8103eb0c3b9bfabff8e3,cf95d567cc38355ed310d70e5d43fb4af67a0373c7282dbfb07ae848330f8b7a,True,tarde,False,individual,1,47.7,ida,True,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,23765fc69c4e3c0b10f5d15471dc2245e2a19af16b513f85aa4b83bd033762a4,,,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,
2016-09-11 11:05:18,17812b21f6135be002d24fad99d3544126cc571bfbffec926aebcaef119ff2d7,61e066c82555f12735c8bbebc59d12f919d7814f4510ed20b4eaba273e1e3965,False,manhã,True,individual,1,181.83,ida,True,fbb2a73b0bacf3953186a92029e3e9b130373a9ff1449407e6125b3481f4f0ca,a8fd7dc0e1bf71874f7bae013d89b07da30f44bdb001c6e44071388ce6fa380f,,,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,
2021-10-20 15:54:36,f27f543dd5a6207cf6949dc713ad73717f8cdeccebaf2b5f2dd4b2e636881628,2bda00506cf67ae2828006c8131bd215ada4943dd1738dc72ea71769f31e9b6a,True,tarde,False,individual,1,42.7,ida,True,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,23765fc69c4e3c0b10f5d15471dc2245e2a19af16b513f85aa4b83bd033762a4,,,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,
2019-12-15 16:24:31,0d9270305b3b09404418092ed4a1c01d887974fe9d6015649c942641524a3c61,3265420405fa6251960db35d01bcdc0af0eda2dfaf5b963ba8017d3c7a05209a,False,tarde,False,individual,1,46.76,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,5c06e46c5e47cfacad16ce1e37f17c09fdbc7072c567613e0b8112173f688a65,,,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,
2021-04-29 23:57:52,209ce6090edeeb8a4fbb1d0ee028630921f5d6288f442e74cb328e133cbac51f,7c371df88bf42570a41524acf6d0db9f4ec1f0631df16ca7d92c04a1397f1eae,True,noite,False,individual,1,49.97,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,5c06e46c5e47cfacad16ce1e37f17c09fdbc7072c567613e0b8112173f688a65,,,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,
2021-04-09 09:25:08,7fdcd3e03f08ecea34edbe57ac88e0c8c2ef2645eceb402121391d7afff97d50,e15109b0b8e9f6f1554e560837eb55543f035f91d8be4f7b3780963fd838a06f,True,manhã,False,individual,1,187.57,ida,True,2fca346db656187102ce806ac732e06a62df0dbb2829e511a770556d398e1a6e,be47addbcb8f60566a3d7fd5a36f8195798e2848b368195d9a5d20e007c59a0c,,,1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,
2021-03-05 06:28:56,f9ec485f27461cea087118d5eae5968bc84a11f41ee2bfb862c146fc567398d4,08fef39872f1133e37a79d9f78a0935015ff8a3f79498a5f13057463c3e9f058,True,manhã,False,individual,1,67.14,ida,True,2b9449f314bf93145f8122906d8dc56c4ca1f116e6db7ad2768d6f9ade29b31e,a4ecdd704d258aa841bb3f9a1e3b0cafc59bd88810e542f8e7a0519809d78fe7,,,2747b7c718564ba5f066f0523b03e17f6a496b06851333d2d59ab6d863225848,
2021-03-03 09:44:07,e4000fb46bbfef08aa1d866c70deb3ad40cf3ea13ea0591e712a249fdee61aff,43e999d5e05e500667cde7ab54c5a4e1ac9bc239093a4fcf6115810e47a4572a,True,manhã,True,individual,1,39.83,ida,True,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4da576068201b6c6958ce93f4,,,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,
2022-07-30 13:17:10,e7ceaf112e5763de7124307e0aabe7bda863c51606ed1de33a6f453792fe9b9c,25b2a4ae8057277611d7f03a6579fdeb4cf9de45c3d899009e175b0f43768385,False,tarde,False,individual,1,283.85,ida,True,0f95db90112a9f3f54f856c168caedb1adfff74d62bde915cfae1d54acac1231,81b8a03f97e8787c53fe1a86bda042b6f0de9b0ec9c09357e107c99ba4d6948a,,,71ee45a3c0db9a9865f7313dd3372cf60dca6479d46261f3542eb9346e4a04d6,
2022-07-29 17:29:28,73c9b214cb088e8f7bb02a4ba9606d8b55c7d6c77db1812a214b6cd75361fa0e,d8bb31300129152e70993709dcd14ab420425a4db7c79523bd00737110d92d1f,True,tarde,False,individual,1,115.46,ida,True,7e07ae1a0cd3da38f7e619aacacec577992e62944683b47726c201890e98d2a3,be47addbcb8f60566a3d7fd5a36f8195798e2848b368195d9a5d20e007c59a0c,,,620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7,
2024-03-28 21:28:04,431ef2295f42b234a1da5c389a33c30a4c00507e369fec71710efee4c97ad070,7eea672ebaaf902ff8a3d236ab05ad9848d07d3ffe57fad0ea97f9c4dc82841c,True,noite,False,individual,1,64.65,ida,True,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,,,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,
2019-12-25 17:42:37,4f70deccb329b8d28997cc7291525e2ede94f1b684f826a73f52b0739a2fd625,1faa50e53e1c725baa2f7a3f3c1f77483de33f7290d14d0a0337a9839c3f6c34,True,tarde,False,individual,1,126.49,ida,True,c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,,,35135aaa6cc23891b40cb3f378c53a17a1127210ce60e125ccf03efcfdaec458,
2020-12-16 23:34:59,77d99a3d8b93b777c618fe6fedd9e91a1dedf8515b84726c553aed5ac49760a1,f914295cdc6f40aae952cd1457650eac8a6f74a57a49232a9342d0a309230360,True,noite,False,individual,1,59.98,ida,True,90b5bc7f03c840b2efddb22ffdfc37dd12cb391b49aa0fc8751726c04d32ff30,f6103ca1e01bd200a9258a366b7e8c22a542e771bf11a0679967a5bb47ef3688,,,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,
2020-12-11 11:04:39,858d6670f44b12e18e111d173a276a4aa83b33607c5c474e44582c8061c3b7ba,d9d962541c3d0f579c470b5ece9ed87281297ae8bcb7516f98b228f9973073ff,True,manhã,True,individual,1,86.83,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,7d2371aaf1df1dcb6d0614043748cef2e190b46734cd0b1c48ae6fd337217d6f,,,5a39cadd1b007093db50744797c7a04a34f73b35ed444704206705b02597d6fd,
2020-12-15 20:10:20,1abaf00e317b85d19192d594f672f7119e5b9d0deab8ac153d69fa4ea5342f4d,3735a0b4f79aba4a463abed8245c82f7d7158f2e66a536c054ddf9872c2f80e3,True,noite,True,coletiva,2,464.89,ida_e_volta,False,fbb2a73b0bacf3953186a92029e3e9b130373a9ff1449407e6125b3481f4f0ca,a8fd7dc0e1bf71874f7bae013d89b07da30f44bdb001c6e44071388ce6fa380f,a8fd7dc0e1bf71874f7bae013d89b07da30f44bdb001c6e44071388ce6fa380f,fbb2a73b0bacf3953186a92029e3e9b130373a9ff1449407e6125b3481f4f0ca,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3
2020-12-09 19:54:42,1583b8c593388ea15056127cd636eaaba3fa52a6b20591ec52bae58b7c0b7711,42838e21af1c016ed47faa0cfbc49b4aa0b489cd6bb3123e4aadfc73ebe199f8,True,noite,True,coletiva,3,563.01,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,06b2d82840e43ed8432b3f444de18b57dbe60637c99379c708aa8e66de83dbc1,,,bc52dd634277c4a34a2d6210994a9a5e2ab6d33bb4a3a8963410e00ca6c15a02,
2019-07-02 12:48:39,95211f0ff7dbf171fcf31216e7cf51458f02d08ff72dbef7623ae582c88e8504,73f802c269551d03e307b0bf051ae79a5596e6547c9f3e1e250aa97374bee0cc,True,tarde,False,individual,1,165.2,ida,True,2fca346db656187102ce806ac732e06a62df0dbb2829e511a770556d398e1a6e,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,,,a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38,
2019-07-05 18:39:11,a6338b86562d29d36a2ed1517f1ca8bce07d7c383b05763219d9640224f6341b,fad2b833bd09d551551a11b6dff09ceb1cbb0799f294d4a4d2bad8889502783d,True,noite,True,individual,1,41.48,ida,True,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,673a620c399f28257798d26d037c352676c031573a2b52b266f5f70f32fec994,,,86e50149658661312a9e0b35558d84f6c6d3da797f552a9657fe0558ca40cdef,
2021-07-03 17:27:56,a2dce7f30826c89ebb3683104ce50b3d38ae53c446236c021b5caa23bb00fc1e,c5b14511fb28de1010d41bf45e9ff450719a1abc60ab073b308f1088bdfe5c45,False,tarde,False,coletiva,2,332.64,ida,True,fbb2a73b0bacf3953186a92029e3e9b130373a9ff1449407e6125b3481f4f0ca,df156e8465ff477c90a1393a0ab5947e448ed696ac0d3ea982480f5c237a29e1,,,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,
2021-07-22 16:16:54,d8150613c618913240f137447c568ed3ce5539e5108a61168c897f01f91d3ba9,15aa376b0a31d8bb9b6faffd2a53abaa0999071bdd8819e9f3c7a9db9110ed30,True,tarde,False,individual,1,39.88,ida,True,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4da576068201b6c6958ce93f4,,,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,
2021-07-02 21:59:41,a6f6c915f7c59cae92406f4daefd1439636e0a63f119b282c211a0e5e1e3018b,37f13b6dae3cfd6e82caf88c4e361a5b2035b66c383ba2f523229a77ced2d91e,True,noite,False,individual,1,271.93,ida,True,d26eae87829adde551bf4b852f9da6b8c3c2db9b65b8b68870632a2db5f53e00,482d9673cfee5de391f97fde4d1c84f9f8d6f2cf0784fcffb958b4032de7236c,,,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,
2020-12-21 02:10:36,6440e0f81b646d4f1b1ac410a3a6f61af8e52d99c2784ef9e122e6f2122ea2a6,77c7414cfc99c87d366fbb71ba8e5882ea20286871730a357d4d27e296c45fda,True,madrugada,False,individual,1,48.7,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,5c06e46c5e47cfacad16ce1e37f17c09fdbc7072c567613e0b8112173f688a65,,,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,
2020-12-20 12:51:06,2f2768b8160e519c95ff7232915d92b589ce90160f5a5ab9d10a7217099e3dce,7eea672ebaaf902ff8a3d236ab05ad9848d07d3ffe57fad0ea97f9c4dc82841c,False,tarde,True,individual,1,56.79,ida,True,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,,,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,
2019-02-27 10:51:56,0c2304d350d04a08a9300295619882e10c34e67cfe5668961e52fb8a90220488,1e16bb10d1a0e4286aa67c3c7f4de78cbe8247907e30763cae822dc63187b196,True,manhã,False,individual,1,84.1,ida,True,811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c,ab16ce326c754df41ed00df6f64f7073dcac3e2986bbf8b2a1ce4549b189a0fb,,,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,
2019-02-07 19:27:14,a0555186335a8bbac55a63bf5432b5ab7768743818ffef1332a58695156d6449,fef8219bd46b8c204c5c4b37f804ef2dec6f24d02779ee3bcd07e00fed85d551,True,noite,True,individual,1,177.36,ida,True,81b8a03f97e8787c53fe1a86bda042b6f0de9b0ec9c09357e107c99ba4d6948a,eb624dbe56eb6620ae62080c10a273cab73ae8eca98ab17b731446a31c79393a,,,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,
2019-02-26 00:39:16,d07f20bec1356f459d5d86e65733e6f5bf94455ba117dc96c366e6c0c8169107,b098fb90fe0eebb0ebd9879b45b241f1fbccc2b845fc71bde39a6621784c623f,True,madrugada,False,individual,1,45.73,ida,True,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,23765fc69c4e3c0b10f5d15471dc2245e2a19af16b513f85aa4b83bd033762a4,,,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,
2023-01-20 19:00:32,5f9d76ff2483cafb4a5fe0b925261b8356ba5110fbb691eb37e3b315b7a474f6,539a2f1c669445e2a6c090c687091aad579c3df033eacbfcc3a6eaf55ef8f926,True,noite,False,individual,1,76.7,ida,True,274dfec6e079fb08d6b5771537c54d3f0bd36c64c3d8ed0a4e6d2f201b489274,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,
2017-09-21 21:07:50,31a37e80b1e8974a563745572dd70441179df920973c81931db9f7a8241eb441,d88e5166db232527ce765b1b349ca6747828d6d9abf745d4eff84b7e447607f1,True,noite,False,individual,1,113.9,ida,True,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1,,,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,
2017-05-02 23:32:51,ac13565134372ff62684db6991a3a0071e3e1fc16a268cedfb6a170e5529832d,097258f443e6e1df15c4196e6f410e69433fc9bcdcb6af6055ab81365a1ec0f8,True,noite,False,individual,1,72.69,ida,True,093434a3ee9e0a010bb2c2aae06c2614dd24894062a1caf26718a01e175569b8,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,,,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,
2019-01-18 19:27:59,366660b656e56340b0dc6186f4f237c2a32371c333231dc1f88bfa802f441fd4,56c2cf09c928f80596d7a72b9d7e83b0d5ccdfc7a39c97dcdf149ea80b927e1d,True,noite,True,individual,1,427.16,ida,True,560aa3e6e94314c78236109e209ac79e15e05ec8bf2dcb78300ae65e720edf9e,c8c9cad7b920b50f713830b8dc55f59fffbbad98335d9f30e0bca8fab5dfeedd,,,620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7,
2024-01-01 11:44:48,12ac5f0a9305f27f43165cbd9fe2ad865894ef7b74eca0d623e30c21e015f7d1,a0cacafab0f400307ff038dc9d28768b5262ef40db2903e90c4468ea31cd9243,True,manhã,True,individual,1,275.35,ida,True,29db0c6782dbd5000559ef4d9e953e300e2b479eed26d887ef3f92b921c06a67,8590ac062555493444893ec5871609dffedf8cf684d93f7533bc52ffc5611dc8,,,37834f2f25762f23e1f74a531cbe445db73d6765ebe60878a7dfbecd7d4af6e1,
2024-01-11 11:35:58,0e9ededf62e97eda49a7a98763abb3dbe968b8e6256ac0abf8e5695c59125f40,539a2f1c669445e2a6c090c687091aad579c3df033eacbfcc3a6eaf55ef8f926,True,manhã,False,individual,1,88.5,ida,True,274dfec6e079fb08d6b5771537c54d3f0bd36c64c3d8ed0a4e6d2f201b489274,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,
2019-12-16 19:51:29,bafdd786a1e1e2715c853d1f47056516419ef0a2f2345a43ff50af98fdb21a32,1809feb458da4ed76bddfb824c086dd45e880d3c37946695c3c2c7bbe0983c2c,True,noite,True,individual,1,108.16,ida,True,afcf8bc077e68eb94dfe783205f32cabdeead61fd32ff5710947b6111ff2ff77,2b9449f314bf93145f8122906d8dc56c4ca1f116e6db7ad2768d6f9ade29b31e,,,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,
2020-01-29 00:54:46,01a5ef96a6a0c0734895aa4e8d16b1ce8408f1903f76e4090a86d9a223381a21,6fad1b442ba23586e731d1d00396c406cbaf37da314845d9042a8d02a369af94,True,madrugada,True,coletiva,2,97.73,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,5c06e46c5e47cfacad16ce1e37f17c09fdbc7072c567613e0b8112173f688a65,,,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,
2020-01-01 10:46:12,4cb67ed3f61589c44dca5dced78352e181cf23cbe158a539fd05f0c6c2ece349,3265420405fa6251960db35d01bcdc0af0eda2dfaf5b963ba8017d3c7a05209a,True,manhã,False,individual,1,46.76,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,5c06e46c5e47cfacad16ce1e37f17c09fdbc7072c567613e0b8112173f688a65,,,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,
2023-08-25 20:05:58,72cb2185a553c28be5f80a4783c06ac62c15db595e0ac5b00a825f47a6167ac0,d44d2400b9b874b5d3e721bbbea037715c7d0d9a530e06b972629643068cff92,True,noite,False,individual,1,137.82,ida,True,2b9449f314bf93145f8122906d8dc56c4ca1f116e6db7ad2768d6f9ade29b31e,5088c1bc42f5cc6a32cdb92d7524ea06febe006baac86a0fc8986a8ee00602bc,,,226f76b55acb49701e06ded1d95165d179458f6fc37f5c6fc760ae30dec1c378,
2024-02-17 12:15:56,9e94ba9a61eb75309a4ec2799e90895418691d50014744e684061c828c9a7441,8e46f5b901e29739d38904addd21da282b722aadcd137797d3b58bfd86033de2,False,tarde,False,individual,1,67.67,ida,True,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,5c06e46c5e47cfacad16ce1e37f17c09fdbc7072c567613e0b8112173f688a65,,,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,
2020-11-30 12:59:47,4824e62b14cb8d55a2b2afd1cff5a56c65600865d5c54dd2f3bcf809e46c3a11,69ea9a01976997fb5a284c0d04d6c4937362a0774c88937283f55cc58471b54a,True,tarde,True,individual,1,188.75,ida,True,81b8a03f97e8787c53fe1a86bda042b6f0de9b0ec9c09357e107c99ba4d6948a,eb624dbe56eb6620ae62080c10a273cab73ae8eca98ab17b731446a31c79393a,,,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,
2020-12-06 21:17:33,9180895486a918231fadf753b3c2b87260b112e667a1b09297e419edfab20944,832c844c17a13629fccba4470d061d4b0f406689912d45222cb084ccd7c9e693,False,noite,False,individual,1,97.75,ida,True,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,50e9a8665b62c8d68bccc77c7c92431a1aa26ccbd38ed4bba8dd7422a3a4ab70,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,
2017-05-21 18:05:05,4ada4e1f9cf3c644a1a3e30a847c216eafa3781f4bddb22f6a7051612df31663,aa513857b416a4861a3b0abc6183ae565cfb4d93d1026885a6b7d0999c47cf47,False,noite,True,individual,1,175.51,ida,True,2fca346db656187102ce806ac732e06a62df0dbb2829e511a770556d398e1a6e,be47addbcb8f60566a3d7fd5a36f8195798e2848b368195d9a5d20e007c59a0c,,,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,
2023-11-25 18:57:13,a474348db18243cd93180e97992afd8269abf67dc7661064c3fa88ba9c4350b7,012744f15f0d0293c0a84b585f5003787af3953b2cd24096ade015580754b057,False,noite,False,individual,1,82.6,ida,True,f391e014b2ee3a42955272b8fc78634de1d5833e0cacb412b180376f9c756e49,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,,,d6061bbee6cf13bd73765faaea7cdd0af1323e4b125342ac346047f7c4bda1fc,
2022-04-27 21:32:51,ffad96e5a527d6a1d00b2777cbfd2943e7f6b010e348600c72cadd34742e8f36,7f5f2ce6e7c3e4c4eba26483de5c4c6377a0c707d6ec189e82a825d63055d5b8,True,noite,False,individual,1,74.34,ida,True,a7f0b84de7a450eaf6ffab449cb0f141b69eb701ffb455f375c3dae4277b25c1,f65ccfbfec288565c1d414275985547799fde0ed286c85a50bd0ec5faa01d1ac,,,2747b7c718564ba5f066f0523b03e17f6a496b06851333d2d59ab6d863225848,
2022-04-04 20:45:31,67b7c06bfc0a4e246536b862ac4604bab6beb61b53b8b414a96e8dc07f45a5b6,e137cfddc9d2f3bc2e4960c71b83d5fa69a734954df22f322cb1701e14803665,True,noite,True,individual,1,274.73,ida,True,81b8a03f97e8787c53fe1a86bda042b6f0de9b0ec9c09357e107c99ba4d6948a,7c4e3e519f7e8481ec5cdb09dd1e35a1a79860ea1d440673c9aecb9c9057148a,,,96061e92f58e4bdcdee73df36183fe3ac64747c81c26f6c83aada8d2aabb1864,
