client_id,top1,top2,top3,top4,top5
02c4a1e9806cbf1f49b6141f50225bfae99928a53394f264a2a4c47891228144,Cidade_649,Cidade_520,Cidade_1719,Cidade_335,Cidade_704
02fbe95e9fab42298cedd9e53dfe27d13969d24675a66d74c84892ba92d80bb9,Cidade_617,Cidade_704,Cidade_704,Cidade_704,Cidade_704
02fda2969ca116101c1def15d1b48c69ea862f7c71a6958434d34bd4407fc1f6,Cidade_1943,Cidade_986,Cidade_136,Cidade_301,Cidade_764
0301710663c8f96660500e7cc58cfe4ad55e426b6e05dcf477c18059f700ddf4,Cidade_316,Cidade_704,Cidade_704,Cidade_704,Cidade_704
03231f9b2bbfbcdb78fd80fdb2d4fd0d9618448f2dceabf2826599fa837e6891,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
032d2fd74e6517be4ce28d94a32c8a684e5f0604f322aab16a91372f63be65e3,Cidade_1135,Cidade_934,Cidade_704,Cidade_704,Cidade_704
036251dbf5f0ed1166e214c94c8d6eff9ea4ce09a5e1c8306dec8eefcbc718ef,Cidade_434,Cidade_568,Cidade_1849,Cidade_647,Cidade_72
037423889c35ed9370f2749f777b97d1becb87622ff8cc3b44ed2932324d3fe9,Cidade_392,Cidade_371,Cidade_704,Cidade_704,Cidade_704
037e165246bee98d1d9079bf7b4094a44cd88fe2996aa20c982a7bfeb375111d,Cidade_708,Cidade_1100,Cidade_704,Cidade_704,Cidade_704
0382ae78c60a052fea53dc9c6f09034be36f82b93aef4a9b991e5a449471a7df,Cidade_993,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0383d6c84478a61561837632ca65e56ae799656ce1849bdcabec718b1c7dccd1,Cidade_872,Cidade_704,Cidade_704,Cidade_704,Cidade_704
03c494078e4185752aec12cb75475cad3215c224101c51995181b94e2643037d,Cidade_418,Cidade_704,Cidade_704,Cidade_704,Cidade_704
03cc100dcbbea1ac64805d9f1b4a4365bea821425a2777a4a4b0a3730fcc04b0,Cidade_1712,Cidade_704,Cidade_704,Cidade_704,Cidade_704
03d4a8f203ef93bef5d615f53bef4226d918c9ef815c482998203729d362c480,Cidade_1120,Cidade_2354,Cidade_1433,Cidade_1055,Cidade_1035
03e0aebd2b610607a1e81de710b7fd8761ed917edfced64c68c7e81de2cfc4af,Cidade_107,Cidade_294,Cidade_448,Cidade_1622,Cidade_1565
03f3e306cb562a167c4208cf29bf112ea3fc83151b7a5aa82a363d698ed67e92,Cidade_1943,Cidade_986,Cidade_136,Cidade_301,Cidade_764
041ba0ddda27758a50f55b2ae0f60059c9ab66fdb036fa1ff0952a0717bbf327,Cidade_643,Cidade_510,Cidade_94,Cidade_1185,Cidade_704
044578bb0460f8ea90f3ca052df786657208e83db54c9569bd874973dd608fa4,Cidade_1068,Cidade_376,Cidade_72,Cidade_434,Cidade_704
0459db15d67859a6ac501666e34afae345a9fe261e9c3abac46240729a7494ee,Cidade_423,Cidade_1423,Cidade_704,Cidade_704,Cidade_704
046177f2dc311aeab7fd5ae08e5b17c6602f07f3ed1d78d3c3b5dc67e438cf05,Cidade_1436,Cidade_2232,Cidade_1551,Cidade_1212,Cidade_704
0486452c6a53f36548905a3b66d0c33e627e729f864d73b0cfe3299777b959fd,Cidade_1537,Cidade_704,Cidade_704,Cidade_704,Cidade_704
04998c2ff6c1b69996755a40f8ad5d5fdb857cd4cca6e57b578f954575657f00,Cidade_2256,Cidade_2371,Cidade_1313,Cidade_1540,Cidade_1636
04a8ba71f095246d36463c9d8302d9286ac135e4bf0204989b7f70d25bfc7025,Cidade_226,Cidade_1964,Cidade_295,Cidade_888,Cidade_2000
04cab5b3897b5d65650621bd5344a23acb7afa70f1646673d3983c27b8ebfaf7,Cidade_2044,Cidade_596,Cidade_38,Cidade_2360,Cidade_693
04d03ba298abd223865584016a199f247c651a0c80db56d1356a44a049e7003a,Cidade_442,Cidade_704,Cidade_704,Cidade_704,Cidade_704
04d9866212ea6399f0d7de648f994c8f5cebb9097e8d7df6e4b4c55b9efeef70,Cidade_1376,Cidade_704,Cidade_704,Cidade_704,Cidade_704
04e1221b8b534f31b50743bd288c118ff2a20f767d02de0316fd5b0203c174f2,Cidade_1522,Cidade_704,Cidade_704,Cidade_704,Cidade_704
04e3cf073d0001b6198ec86f5ae648a49d70271994e5cebae000115eb3661348,Cidade_2015,Cidade_518,Cidade_1524,Cidade_704,Cidade_704
051feacb6ce40fd200369973608bd3f66fffd7fc921fcac267b4d9da4eef9da4,Cidade_254,Cidade_704,Cidade_704,Cidade_704,Cidade_704
052ec2c2847223225c4017c58ed353766870b5e3b39a80e19afdf000495450cc,Cidade_2225,Cidade_1542,Cidade_1403,Cidade_1391,Cidade_330
052fc6b31854c2d827b9ec7bb7fcae7edc6c312b81e6420c010705b8ea163c34,Cidade_1668,Cidade_704,Cidade_704,Cidade_704,Cidade_704
054bc69c24f734fd9355d63a15d249c16befda90dd0cb9f6a1debba8c2e8bd9b,Cidade_2100,Cidade_11,Cidade_2090,Cidade_1797,Cidade_1721
05c477396cdc8ec5bafd656f4731f1fd821a5335353a7c2384cb46dea2aa0586,Cidade_317,Cidade_704,Cidade_704,Cidade_704,Cidade_704
05ddf4ef7e4803fe0e6202623551ee5fb8303f8cb40c0cf1cef3bc66072d7dc9,Cidade_888,Cidade_226,Cidade_1112,Cidade_1315,Cidade_689
05ed6def9d8497625ba265e2647b26ac6e41f99ad56af400eeaf2cd0e26ced8a,Cidade_1277,Cidade_704,Cidade_704,Cidade_704,Cidade_704
05f4f4e7b413d0e8bfddb8c56b37dcc1e58a7a475cefa1b09eec462fedfca9b6,Cidade_2360,Cidade_2044,Cidade_1606,Cidade_1074,Cidade_1404
0602ee742630dc56763b6c7a6328ad016b5c1e94e069fef86127e01f4038add2,Cidade_444,Cidade_1093,Cidade_704,Cidade_704,Cidade_704
0605d21999b78aca4b3f4d88be4ec6679d169013238203dbdcc6029adaeb5ddb,Cidade_1661,Cidade_704,Cidade_704,Cidade_704,Cidade_704
063845326fea487105d32033a9c21e7b7ad193061096fed240e7dac53768eb59,Cidade_1310,Cidade_63,Cidade_1528,Cidade_1065,Cidade_2267
0648474514bc9dd8c0a631c4499b673f36e7bd56af8faed47fb3cc7e922e2eda,Cidade_917,Cidade_752,Cidade_2354,Cidade_1375,Cidade_704
066b5a174d3ef981dc2578c7f41adeb8d9b38bff0a4c5e941cee4f97dda42fa4,Cidade_462,Cidade_66,Cidade_88,Cidade_2337,Cidade_704
066ff491cdb5c9dae82a46d97480c17e3e5441f1b96d71f11d1ccfc9a5eb37e6,Cidade_841,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0680d1936e3c6d8c25b841d788f461d8ba936e16b01b63e8f855a7eb7f0477d9,Cidade_30,Cidade_77,Cidade_644,Cidade_1576,Cidade_1665
0684422407edc88d3f8a7a8ae56d8f5cd182017231f7ecc8c9248ec041acebaa,Cidade_269,Cidade_1501,Cidade_1180,Cidade_1512,Cidade_1663
0687f874f7acba6c7fbf4bfc8249d7ba498d2df97317fec4bd27a656b02f9d0f,Cidade_1619,Cidade_704,Cidade_704,Cidade_704,Cidade_704
06905c8f6252807db987d2d72578859b42c4a623dc83a9aa153bc1adc80e1de4,Cidade_1554,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0698939da232e64d1eecd352f1002a9f52b0ea7bd4a586fa2175f23404000d0e,Cidade_1244,Cidade_704,Cidade_704,Cidade_704,Cidade_704
06e4b625963d20f0c50243582b949da15f14d1bea44d320cf4395d87374fb08a,Cidade_833,Cidade_2225,Cidade_704,Cidade_704,Cidade_704
06f0459bb912aeb627682c3c6b21c0756d7c9d34ef6755d2df4ead02cd5a0cc2,Cidade_369,Cidade_704,Cidade_704,Cidade_704,Cidade_704
06f65e01711230bc911b8444d58bb15dbf8ee93f56f17b25538f7b6290fbecb3,Cidade_1715,Cidade_1636,Cidade_452,Cidade_360,Cidade_2371
0700340019765391d67eef531d7c0b5d94ac3ba82a1e39008c000730b051483f,Cidade_2264,Cidade_107,Cidade_2012,Cidade_294,Cidade_2280
0705a92835322fd595ec521231bcbfd52d966c6c4a68ae011644dfa4413e0f6c,Cidade_1784,Cidade_1255,Cidade_704,Cidade_704,Cidade_704
0705f42e1cab6f58ac50904049e2f34eafd997acb3578327254807dbb1d764bf,Cidade_1821,Cidade_704,Cidade_704,Cidade_704,Cidade_704
071fa6ab881d650cfaba423a0733b7dd07abe5b0837448cc16b3d488939816d7,Cidade_85,Cidade_2375,Cidade_406,Cidade_1708,Cidade_1857
072dafd873bbd349651253c41720408bcb2191af05fe9a8163a1163aeccc30f5,Cidade_567,Cidade_1303,Cidade_704,Cidade_704,Cidade_704
072f02578e2769b5c98eaa70bc26090e1196519b278948f0b48028af77096ec7,Cidade_1003,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0743c84bd7263deeceaac152452bf8053538e5df8486854ffd61e4b48185f6a9,Cidade_226,Cidade_1964,Cidade_295,Cidade_888,Cidade_2000
0755c35415ec21e0fb8026ef2c6c13b6084d7cecba180672c463a00f249002c2,Cidade_2354,Cidade_341,Cidade_2237,Cidade_2373,Cidade_152
07752c4632e9f31c26cce5e7556562875e3eb5db8ee211bafd38d104958740db,Cidade_1906,Cidade_704,Cidade_704,Cidade_704,Cidade_704
078789ae93e6aac06d7ea3195c7690eee31d25ffb81bca807a7d65949b2aad05,Cidade_901,Cidade_704,Cidade_704,Cidade_704,Cidade_704
07ae0324bc326b634dae311ab5b295182e055129ccf4d464d307477d884836fc,Cidade_362,Cidade_704,Cidade_704,Cidade_704,Cidade_704
07f6984405dacfa223d7488f299ee3c1f625c6b36c1ce39d72b3108cd95882d0,Cidade_2204,Cidade_1047,Cidade_2052,Cidade_370,Cidade_704
07ffdaaf228ef33519d2b0852795086d48e48d66cc381a6c6bf9d354a39800ac,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
0814f3d2bdf99b2473a307dbc8045ec6e7c191fbb572c9bc2685bf8ec9e0ca51,Cidade_20,Cidade_1787,Cidade_2317,Cidade_704,Cidade_704
081e25cd530b3e6f6a3e47028b28b7b9aeac1d35d651c96a7f9df3a8c772903b,Cidade_888,Cidade_226,Cidade_1112,Cidade_1315,Cidade_689
0837daa220b7cbaccfe372fa9a9acdbf6d15baff45d27d6a9887ecfad0e29878,Cidade_2345,Cidade_241,Cidade_107,Cidade_294,Cidade_1667
083f2e836c347ad8444c4ee71069744d99c0d2daa2211f27a3a5e287c61c914b,Cidade_1503,Cidade_1636,Cidade_173,Cidade_1540,Cidade_1997
0842edefd493a3ba6cf1f227c0b548df86a7303b8c9d5c5fd54e52c3e4894546,Cidade_9,Cidade_2113,Cidade_704,Cidade_704,Cidade_704
084e204e9b71c168c997633a594517a53c67f70bb7ccbe5822d81ef43766ba69,Cidade_1291,Cidade_686,Cidade_964,Cidade_2148,Cidade_369
088140682a00959338f567ae80293c2052a02ae4fc3dd40a812d754e4dbc002e,Cidade_344,Cidade_38,Cidade_2390,Cidade_1512,Cidade_321
08935f3014e0bba248a36c09af0d030693828dcd46951e3f088cc57343972496,Cidade_2132,Cidade_399,Cidade_1303,Cidade_1922,Cidade_704
089f637ac7be5946909f7b3bbfdeb8f2e8d4e95ed7ab05648bacc63feba038b5,Cidade_1252,Cidade_1617,Cidade_2323,Cidade_2287,Cidade_1873
08aedea410953b22bbfc9ecc3679c65ae2b145a809415800d0b2cfc6f4756ae8,Cidade_1213,Cidade_50,Cidade_704,Cidade_704,Cidade_704
08b1fc748b67fca618707c9e882f467f9625be613249604e28b15afc62d753da,Cidade_1590,Cidade_588,Cidade_1417,Cidade_1117,Cidade_412
08ba5a0430f5528150419352263919d9e587479eefd2d8156d3bf5f5b43dc1d3,Cidade_2154,Cidade_32,Cidade_2153,Cidade_704,Cidade_704
08c40dc5b4342c01f9c843d2698ed7b422cb75e83ef8f08151ea5d1bf0d13c9a,Cidade_826,Cidade_704,Cidade_704,Cidade_704,Cidade_704
08c42dc8ea27994955e5d3119571b68a2b287ed2717d4035f431c5fda885ebb2,Cidade_1093,Cidade_444,Cidade_1562,Cidade_587,Cidade_1441
08cabd92806fa72ed95ab00e00bac3a85464a0d961fdb86eb4d3b7c9a94cc1ce,Cidade_1230,Cidade_704,Cidade_704,Cidade_704,Cidade_704
08dad0500cea9e44b0b59b49d574dce3a8f54bcf7334dd42042fbaf7f5b6b5ee,Cidade_970,Cidade_1862,Cidade_306,Cidade_2241,Cidade_1951
08fef39872f1133e37a79d9f78a0935015ff8a3f79498a5f13057463c3e9f058,Cidade_2184,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0924153b2300610bb0230cd9e5c372290861aa8dd81952f8340b2fa69f4d0f69,Cidade_1556,Cidade_704,Cidade_704,Cidade_704,Cidade_704
09693eff307299a35e066fdf3ba79a9c61926c60a8e904ed1c75fa6ec8bc32be,Cidade_2009,Cidade_1677,Cidade_1630,Cidade_704,Cidade_704
097258f443e6e1df15c4196e6f410e69433fc9bcdcb6af6055ab81365a1ec0f8,Cidade_360,Cidade_403,Cidade_1540,Cidade_552,Cidade_1503
09788f9fd5c0606e44025f69feb343906e38ad51d667dfa3152d8fe6c3894b57,Cidade_1924,Cidade_444,Cidade_307,Cidade_1441,Cidade_704
097a7e9c64adc9c428a320d9f99b64d00df993cb7fd3dc8245bb4a9430cabd0c,Cidade_652,Cidade_704,Cidade_704,Cidade_704,Cidade_704
09a7b1d58673fbcc24e813d9edea3ff0cfb8ceabfc49acc0b9879ae480cb535c,Cidade_2116,Cidade_196,Cidade_704,Cidade_704,Cidade_704
09b97864e3324d0ba9f24cde1949f9b0c0646b9be7f772580c259744aacb4b6c,Cidade_1787,Cidade_710,Cidade_2054,Cidade_757,Cidade_704
09cf2160e989a1881f612fbb38f23871a662ec68477965124bfc5dbc42d37e4e,Cidade_1924,Cidade_444,Cidade_307,Cidade_1441,Cidade_704
09f53984809c2f0dd097a11054898226a6c5315bfe73ec4a5ac2a1a6366607d6,Cidade_1715,Cidade_1636,Cidade_452,Cidade_360,Cidade_2371
09f6a9ee9db3fccbf88c1ad3d68fc17d5d8198359841d77c0caf38e40e1ff295,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
09fa1827e8c4019a5ac0b2263e5a3132524600a431ea19f3db6bf1d0534ebd9e,Cidade_107,Cidade_294,Cidade_448,Cidade_1622,Cidade_1565
09fb0594c8dda3fcf2d34f01269f05c58a8bae375af176b86f9f23c264f20678,Cidade_1115,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0a1c90d80797d8553109d8b2936873c6c61746e5013b6501f78d5e546169bc80,Cidade_249,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0a2181d66cd97cbebe389f9bdf0b71ecf27317ac6f60dbe88a4eac4b9b16f937,Cidade_910,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0a2eca92ee94b47fbcf7d08e4e32865b0b93022815355d0ad869e80ef1a9ce94,Cidade_1943,Cidade_986,Cidade_136,Cidade_301,Cidade_764
0a328b54d2faf0087784d228a131630ce635ea38b292ce55fbb0a23f4f747aa6,Cidade_993,Cidade_2180,Cidade_1968,Cidade_774,Cidade_183
0ab4384c35fa64aedc1ec6dd061bb09f6042351756007f11d7ed2f2398ea7f32,Cidade_201,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0add0232e30fe4f099308ae94052de86f7de6426ff3943e0366a9562de3af5d0,Cidade_530,Cidade_226,Cidade_1964,Cidade_704,Cidade_704
0adf95d5187986d66d9e6ccf5a69d36910030ba0bd0c68c2c4b6d762428f5a64,Cidade_2017,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0ae2d7799ec288c49c5e95d6f62d4fca5862e9554ced9c8cd62445ad2584c704,Cidade_1237,Cidade_1192,Cidade_704,Cidade_704,Cidade_704
0b16a8cdeb781c23fe0e92f418f2b20ea81e207023bcdc02cea05b0f1b45fb5d,Cidade_638,Cidade_1020,Cidade_945,Cidade_704,Cidade_704
0b219c4af145fa6ae65f81105c4411836522f0dc953a6b181c952370f90949f6,Cidade_1974,Cidade_1621,Cidade_226,Cidade_1339,Cidade_100
0b251b414a88beabf939421f9603a360214fb5f2a0a158a144609a10a7147e85,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
0b2ce9623167e6d943b35df9bee1c66d77e76442352cdd4c77b08ce574d44d81,Cidade_1126,Cidade_50,Cidade_704,Cidade_704,Cidade_704
0b31e1b2b5fd10a08f8f054e0f1e0ff62070fdc81752714b4863fb1861f4d655,Cidade_112,Cidade_2326,Cidade_1544,Cidade_576,Cidade_883
0b53e213cd76b740ad10cb930c065fdbe6decb3fff84b28847289e8cea190a0a,Cidade_486,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0b6160bd63388ca33fd0b648f4386474c66ad904e909ea21411584171790c13a,Cidade_2193,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0b6367f8ac7f18985a7f72c9418899164a2498a342d75480a61e70b16850d7ed,Cidade_1555,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0b71d3ab5c0f17761d82ea0ad8998bba8b46b9d61502c97cddd0dd61b9e52584,Cidade_1584,Cidade_888,Cidade_680,Cidade_226,Cidade_1479
0b77e2f62798ce1ce7257c02bdbfb228dfcdea273ac9d39351b572482b0a434e,Cidade_1573,Cidade_1655,Cidade_1933,Cidade_704,Cidade_704
0b7bc830761f1271a1fc3d3a1cf4d0322956a75d96377d7fcc7e9fb8802190d9,Cidade_199,Cidade_1949,Cidade_1498,Cidade_704,Cidade_704
0b8325760e67adaf089f4557cedb61daa85eb6df70098f5cfed01c9f13c8313d,Cidade_1496,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0ba9551a51e29a78011850cbe7e02718dee855e20e9038aeade9059ecefdea69,Cidade_1542,Cidade_2385,Cidade_304,Cidade_2225,Cidade_262
0bb331d8dcdbf764f614059e86a2fb0f145d37d6812e6ee2cfef30933c7c75b1,Cidade_419,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0bd7bef337c66822682a0c631a6cf281a29730fe51f0f7113c74144bfa366fde,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
0bdeeac17589107f395883637e9dcb2a6f78c04751de51fb856fea6ad47ec0b3,Cidade_1715,Cidade_1636,Cidade_452,Cidade_360,Cidade_2371
0c0089b1f867a27cfc361f710b13dafbeb8432faf3771e116e0c75f430415963,Cidade_1199,Cidade_885,Cidade_704,Cidade_704,Cidade_704
0c0fc8a8958918991d63e7cbf8e6808cdd836bef5076b06eb5437145a227014c,Cidade_1924,Cidade_444,Cidade_307,Cidade_1441,Cidade_704
0c332972bec3d84016c5b42098a7009359c1dbfb7cc9394164e623913ea03a54,Cidade_226,Cidade_1964,Cidade_295,Cidade_888,Cidade_2000
0c587f6f15454d19eeeb6b32dcb571aa7272635cd1d4178e518adbe97c173330,Cidade_746,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0c6cc12b949afa22b7a065ec1b3c2a76b5d120dd1340e9823e50b5427445548b,Cidade_1193,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0c9f95cdd60d61fec21c5be04879403da6c8f55701d80f9d3154602fc21c25b0,Cidade_1406,Cidade_514,Cidade_704,Cidade_704,Cidade_704
0ca3c858e82e2d4f6f853653eb3462cbeeba3314530b5d3e30c2b74deea0f999,Cidade_1741,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0ca98921fda6493ec369c7ae93540b106d0200bc1fd25a334f858d8290a4c28c,Cidade_1311,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0cb0b04b1ba115c96b95c7417ad9950d5e32a4d5f1c3618ed001c1b16974885c,Cidade_2166,Cidade_1309,Cidade_704,Cidade_704,Cidade_704
0cccff3b3f8821b6add77a1f26b41fda0e7662c28c024d944c71f149a766852d,Cidade_864,Cidade_1291,Cidade_1340,Cidade_1765,Cidade_704
0d0658586c09b83c30fb1fd10819ab9a2a4adff67791fdbaaedfa80b10df2c49,Cidade_1542,Cidade_2385,Cidade_304,Cidade_2225,Cidade_262
0d1550368f47ac1718ae092616fc12e8684f5948d24e55891a6448d66c4dbf28,Cidade_1339,Cidade_226,Cidade_1895,Cidade_1621,Cidade_1306
0d2250382fe04bb366f1876855fd26e0e5b8bcc9818ecd3d21cf27eb2f34a213,Cidade_1606,Cidade_1322,Cidade_1908,Cidade_704,Cidade_704
0d40652dd86a312d4ebc19ead93782b8e18e27aee97f082423d6bdb8c7893f93,Cidade_2004,Cidade_2093,Cidade_906,Cidade_1964,Cidade_888
0d4521f73a53fb170774be230ee41fedd66888d63e78516f59109070913b78da,Cidade_708,Cidade_226,Cidade_1964,Cidade_1479,Cidade_840
0d4597a2299b35e98ef3461bdc49be8e24492a3bef4cde9bca96c565142170f0,Cidade_833,Cidade_2225,Cidade_704,Cidade_704,Cidade_704
0d4aa9e097a1b46c70560d1c73298488223cf47608366cfc2985ee4cef1fffaa,Cidade_145,Cidade_1463,Cidade_1953,Cidade_2006,Cidade_868
0d5ba8d6902a83c7a79e690c6ebf80720254a6ba4458a0cb19fa1db3625f9700,Cidade_1676,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0d5e595b4a30adb25d5bdc6c69c237ab1fe7844fdc338ec4b401a6edaf9bcb73,Cidade_679,Cidade_1945,Cidade_1626,Cidade_646,Cidade_990
0d65af350dea4c361a61fd3ada568ee279adaf67dc3a34b4042823eda9ef9073,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
0d86181bdb874ddb49594eeaef66090f37570eb68478a87f9ef7be885fef63a8,Cidade_1906,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0da74274173c31c2af237b399a3bb5cb33329e6688723cda738ca303db2e44be,Cidade_672,Cidade_2026,Cidade_485,Cidade_290,Cidade_922
0dcd4bd0e3edcf790fd54f84417e9b0b5faf75b19b91565406fcb370a035077d,Cidade_1641,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0dd2bbc983cd6d8291682cc0368930418aad9f507e2f8e1565f8644b7eb18ba1,Cidade_1479,Cidade_2004,Cidade_2231,Cidade_226,Cidade_888
0ddeaa052142d97dbbeb062df0cdb394f82841a6e29288e54232ed2770e01ea9,Cidade_763,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0dfb6ae7778f095f056c2b4e9b55fc8d6cdcf988d8876fca35d4a4845f17de5e,Cidade_1875,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0e04562ef7b861bef25afa88d162325a8736c448d15d927269bbd8e651221485,Cidade_2043,Cidade_226,Cidade_704,Cidade_704,Cidade_704
