client_id,top1,top2,top3,top4,top5
052ec2c2847223225c4017c58ed353766870b5e3b39a80e19afdf000495450cc,Cidade_2225,Cidade_1542,Cidade_1403,Cidade_1391,Cidade_330
052fc6b31854c2d827b9ec7bb7fcae7edc6c312b81e6420c010705b8ea163c34,Cidade_1668,Cidade_704,Cidade_704,Cidade_704,Cidade_704
054bc69c24f734fd9355d63a15d249c16befda90dd0cb9f6a1debba8c2e8bd9b,Cidade_2100,Cidade_11,Cidade_2090,Cidade_1797,Cidade_1721
05ddf4ef7e4803fe0e6202623551ee5fb8303f8cb40c0cf1cef3bc66072d7dc9,Cidade_888,Cidade_226,Cidade_1112,Cidade_1315,Cidade_689
0602ee742630dc56763b6c7a6328ad016b5c1e94e069fef86127e01f4038add2,Cidade_444,Cidade_1093,Cidade_704,Cidade_704,Cidade_704
0605d21999b78aca4b3f4d88be4ec6679d169013238203dbdcc6029adaeb5ddb,Cidade_1661,Cidade_704,Cidade_704,Cidade_704,Cidade_704
063845326fea487105d32033a9c21e7b7ad193061096fed240e7dac53768eb59,Cidade_1310,Cidade_63,Cidade_1528,Cidade_1065,Cidade_2267
0648474514bc9dd8c0a631c4499b673f36e7bd56af8faed47fb3cc7e922e2eda,Cidade_917,Cidade_752,Cidade_2354,Cidade_1375,Cidade_704
066b5a174d3ef981dc2578c7f41adeb8d9b38bff0a4c5e941cee4f97dda42fa4,Cidade_462,Cidade_66,Cidade_88,Cidade_2337,Cidade_704
066ff491cdb5c9dae82a46d97480c17e3e5441f1b96d71f11d1ccfc9a5eb37e6,Cidade_841,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0687f874f7acba6c7fbf4bfc8249d7ba498d2df97317fec4bd27a656b02f9d0f,Cidade_1619,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0698939da232e64d1eecd352f1002a9f52b0ea7bd4a586fa2175f23404000d0e,Cidade_1244,Cidade_704,Cidade_704,Cidade_704,Cidade_704
06e4b625963d20f0c50243582b949da15f14d1bea44d320cf4395d87374fb08a,Cidade_833,Cidade_2225,Cidade_704,Cidade_704,Cidade_704
0700340019765391d67eef531d7c0b5d94ac3ba82a1e39008c000730b051483f,Cidade_2264,Cidade_107,Cidade_2012,Cidade_294,Cidade_2280
072dafd873bbd349651253c41720408bcb2191af05fe9a8163a1163aeccc30f5,Cidade_567,Cidade_1303,Cidade_704,Cidade_704,Cidade_704
0743c84bd7263deeceaac152452bf8053538e5df8486854ffd61e4b48185f6a9,Cidade_226,Cidade_1964,Cidade_295,Cidade_888,Cidade_2000
078789ae93e6aac06d7ea3195c7690eee31d25ffb81bca807a7d65949b2aad05,Cidade_901,Cidade_704,Cidade_704,Cidade_704,Cidade_704
07f6984405dacfa223d7488f299ee3c1f625c6b36c1ce39d72b3108cd95882d0,Cidade_2204,Cidade_1047,Cidade_2052,Cidade_370,Cidade_704
07ffdaaf228ef33519d2b0852795086d48e48d66cc381a6c6bf9d354a39800ac,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
081e25cd530b3e6f6a3e47028b28b7b9aeac1d35d651c96a7f9df3a8c772903b,Cidade_888,Cidade_226,Cidade_1112,Cidade_1315,Cidade_689
088140682a00959338f567ae80293c2052a02ae4fc3dd40a812d754e4dbc002e,Cidade_344,Cidade_38,Cidade_2390,Cidade_1512,Cidade_321
089f637ac7be5946909f7b3bbfdeb8f2e8d4e95ed7ab05648bacc63feba038b5,Cidade_1252,Cidade_1617,Cidade_2323,Cidade_2287,Cidade_1873
08ba5a0430f5528150419352263919d9e587479eefd2d8156d3bf5f5b43dc1d3,Cidade_2154,Cidade_32,Cidade_2153,Cidade_704,Cidade_704
08c42dc8ea27994955e5d3119571b68a2b287ed2717d4035f431c5fda885ebb2,Cidade_1093,Cidade_444,Cidade_1562,Cidade_587,Cidade_1441
08cabd92806fa72ed95ab00e00bac3a85464a0d961fdb86eb4d3b7c9a94cc1ce,Cidade_1230,Cidade_704,Cidade_704,Cidade_704,Cidade_704
08dad0500cea9e44b0b59b49d574dce3a8f54bcf7334dd42042fbaf7f5b6b5ee,Cidade_970,Cidade_1862,Cidade_306,Cidade_2241,Cidade_1951
08fef39872f1133e37a79d9f78a0935015ff8a3f79498a5f13057463c3e9f058,Cidade_2184,Cidade_704,Cidade_704,Cidade_704,Cidade_704
097258f443e6e1df15c4196e6f410e69433fc9bcdcb6af6055ab81365a1ec0f8,Cidade_360,Cidade_403,Cidade_1540,Cidade_552,Cidade_1503
09b97864e3324d0ba9f24cde1949f9b0c0646b9be7f772580c259744aacb4b6c,Cidade_1787,Cidade_710,Cidade_2054,Cidade_757,Cidade_704
09f6a9ee9db3fccbf88c1ad3d68fc17d5d8198359841d77c0caf38e40e1ff295,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
09fb0594c8dda3fcf2d34f01269f05c58a8bae375af176b86f9f23c264f20678,Cidade_1115,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0a1c90d80797d8553109d8b2936873c6c61746e5013b6501f78d5e546169bc80,Cidade_249,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0a2eca92ee94b47fbcf7d08e4e32865b0b93022815355d0ad869e80ef1a9ce94,Cidade_1943,Cidade_986,Cidade_136,Cidade_301,Cidade_764
0ab4384c35fa64aedc1ec6dd061bb09f6042351756007f11d7ed2f2398ea7f32,Cidade_201,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0ae2d7799ec288c49c5e95d6f62d4fca5862e9554ced9c8cd62445ad2584c704,Cidade_1237,Cidade_1192,Cidade_704,Cidade_704,Cidade_704
0b16a8cdeb781c23fe0e92f418f2b20ea81e207023bcdc02cea05b0f1b45fb5d,Cidade_638,Cidade_1020,Cidade_945,Cidade_704,Cidade_704
0b219c4af145fa6ae65f81105c4411836522f0dc953a6b181c952370f90949f6,Cidade_1974,Cidade_1621,Cidade_226,Cidade_1339,Cidade_100
0b251b414a88beabf939421f9603a360214fb5f2a0a158a144609a10a7147e85,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
0b31e1b2b5fd10a08f8f054e0f1e0ff62070fdc81752714b4863fb1861f4d655,Cidade_112,Cidade_2326,Cidade_1544,Cidade_576,Cidade_883
0b53e213cd76b740ad10cb930c065fdbe6decb3fff84b28847289e8cea190a0a,Cidade_486,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0b7bc830761f1271a1fc3d3a1cf4d0322956a75d96377d7fcc7e9fb8802190d9,Cidade_199,Cidade_1949,Cidade_1498,Cidade_704,Cidade_704
0b8325760e67adaf089f4557cedb61daa85eb6df70098f5cfed01c9f13c8313d,Cidade_1496,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0bd7bef337c66822682a0c631a6cf281a29730fe51f0f7113c74144bfa366fde,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
0c0fc8a8958918991d63e7cbf8e6808cdd836bef5076b06eb5437145a227014c,Cidade_1924,Cidade_444,Cidade_307,Cidade_1441,Cidade_704
0c332972bec3d84016c5b42098a7009359c1dbfb7cc9394164e623913ea03a54,Cidade_226,Cidade_1964,Cidade_295,Cidade_888,Cidade_2000
0c587f6f15454d19eeeb6b32dcb571aa7272635cd1d4178e518adbe97c173330,Cidade_746,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0c6cc12b949afa22b7a065ec1b3c2a76b5d120dd1340e9823e50b5427445548b,Cidade_1193,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0ca98921fda6493ec369c7ae93540b106d0200bc1fd25a334f858d8290a4c28c,Cidade_1311,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0cb0b04b1ba115c96b95c7417ad9950d5e32a4d5f1c3618ed001c1b16974885c,Cidade_2166,Cidade_1309,Cidade_704,Cidade_704,Cidade_704
0cccff3b3f8821b6add77a1f26b41fda0e7662c28c024d944c71f149a766852d,Cidade_864,Cidade_1291,Cidade_1340,Cidade_1765,Cidade_704
0d1550368f47ac1718ae092616fc12e8684f5948d24e55891a6448d66c4dbf28,Cidade_1339,Cidade_226,Cidade_1895,Cidade_1621,Cidade_1306
0d40652dd86a312d4ebc19ead93782b8e18e27aee97f082423d6bdb8c7893f93,Cidade_2004,Cidade_2093,Cidade_906,Cidade_1964,Cidade_888
0d4521f73a53fb170774be230ee41fedd66888d63e78516f59109070913b78da,Cidade_708,Cidade_226,Cidade_1964,Cidade_1479,Cidade_840
0d4aa9e097a1b46c70560d1c73298488223cf47608366cfc2985ee4cef1fffaa,Cidade_145,Cidade_1463,Cidade_1953,Cidade_2006,Cidade_868
0da74274173c31c2af237b399a3bb5cb33329e6688723cda738ca303db2e44be,Cidade_672,Cidade_2026,Cidade_485,Cidade_290,Cidade_922
0e04562ef7b861bef25afa88d162325a8736c448d15d927269bbd8e651221485,Cidade_2043,Cidade_226,Cidade_704,Cidade_704,Cidade_704
0e2c27cf005c3b093e737b7074c8db0588562b6ac202b6b7d7bfca9b873dfb61,Cidade_1720,Cidade_2299,Cidade_1211,Cidade_1226,Cidade_704
0e41feafa39c42194350ae635b69c38513d8128794981eae20123af9ca299d60,Cidade_663,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0e56a63fb019daaeceae0699b506f160320f98b97b81fcb658183c57bbae6266,Cidade_680,Cidade_226,Cidade_530,Cidade_531,Cidade_708
0e56ac7e4d6647027eb6907df5cd3b31468d0c2a3b09d36b8150c051f1b28f5a,Cidade_357,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0e65930bb63608c505ee41c3d46f2b2bd163148f692e04e6055ff8b06e4ae3d2,Cidade_1173,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0e67a8856b7c64b9d0cb81176ddc7f0190682e7d9bfcfd8a5134ccf191510a05,Cidade_77,Cidade_594,Cidade_2351,Cidade_212,Cidade_25
0e6d8f876cef96507403446ec4a39f6e8cca0737eb7e7282353463b38461c8ec,Cidade_7,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0e7284ace972004db76220c5bc45dec9e255acff365f43ff85c06b2fe56c929b,Cidade_980,Cidade_1026,Cidade_225,Cidade_996,Cidade_704
0f2b2a383fe0985bd9afae8c13ed42ce1da72a2e8ef7cb9dd315b071ce54c1f9,Cidade_1573,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0f4cdf9323f40cb0921cb7095b24d4430ca334daa4675ce6a64f7dbb00d3049d,Cidade_807,Cidade_498,Cidade_1160,Cidade_1915,Cidade_2114
0f581e5a6498a1c869124666e6b270e75c1b866b577934b4adc848929a61c052,Cidade_1195,Cidade_1730,Cidade_704,Cidade_704,Cidade_704
0f796cc600a1271e0733aace6ac448f62cdc50574274782612d53a616041eec3,Cidade_2039,Cidade_704,Cidade_704,Cidade_704,Cidade_704
0f87987c3931baf49995fa70082ca53b9136e1af3d5e89032b6b9e4fec71d3ac,Cidade_1883,Cidade_35,Cidade_615,Cidade_704,Cidade_704
0f97e82ee6d073f4f4b633f700bf2229e79725ba22e945bed61089385cfbced8,Cidade_2065,Cidade_340,Cidade_704,Cidade_704,Cidade_704
0fd8482ecb9749ba7ab2ae5b25460488277702eadc5fd9eec9a00061e037ad7c,Cidade_1968,Cidade_704,Cidade_704,Cidade_704,Cidade_704
101f08581146fc1671ac4449d8c7835d1ab54879cefe8defb1f9999f8d2bb686,Cidade_1810,Cidade_2051,Cidade_1808,Cidade_1101,Cidade_704
108599da3cce401cac6cd9f62b477d6163c48b0ec37ce6f04b925c0f6191e82f,Cidade_1901,Cidade_504,Cidade_1685,Cidade_704,Cidade_704
1095fbf5756e30f73d6da959bf9ca6f96c3e6d6273276729b6c7403f0d59ee1a,Cidade_341,Cidade_2354,Cidade_1120,Cidade_2373,Cidade_1303
10cb22cebfa01e4bd75e9bed32a86e03b972fef5daa05467cc588fdcb7ae114e,Cidade_2227,Cidade_2005,Cidade_1228,Cidade_1263,Cidade_1503
11035b1b5d738c6428eec4f4cf154448892c6679aa517f40cfc911c2f7d37a5e,Cidade_829,Cidade_704,Cidade_704,Cidade_704,Cidade_704
110a414addf0946d44410adc476defc85f8f410d3ad8b55b1b5ca02c6957b8af,Cidade_2003,Cidade_1434,Cidade_704,Cidade_704,Cidade_704
112b0a61e6ce5971e8ea20965782ad27be7825cf0a7b240e926bbd1ca0d97a10,Cidade_651,Cidade_188,Cidade_704,Cidade_704,Cidade_704
1166f74298813740999fb92452a21df84a8953f1f5c68690e71de124de5e5159,Cidade_823,Cidade_434,Cidade_568,Cidade_704,Cidade_704
1197c944235cc2b160d45a98cba4e2ba7d874f8489511c151a0f035f94dc6c97,Cidade_1162,Cidade_745,Cidade_288,Cidade_1078,Cidade_1687
11f43ca5f166c96fefa771523d6ceba445e08c41006a8cace72ebbf4b8f42106,Cidade_1788,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1218018b0511a939ec7db5e8da98501f050c082d72cfc85daf94b9ac67c263d0,Cidade_2289,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1257181fd289a99be71ed48b09fc51a655f6574b1084a7fb87337b030cca7944,Cidade_1793,Cidade_1276,Cidade_704,Cidade_704,Cidade_704
1257c6149d37faaf79f7a8f3d20bf701b827b1fc03d5ae2b606e399937f1711b,Cidade_2116,Cidade_196,Cidade_704,Cidade_704,Cidade_704
12923e1d5bf18de6ab9eab336aa8da4ecd08960278abcd982a2bc69e86a8d823,Cidade_1136,Cidade_1842,Cidade_704,Cidade_704,Cidade_704
12cb2dc02bcc58027068ce367d37585181d1b4baa3e91f3d421b6e5685d3b928,Cidade_181,Cidade_704,Cidade_704,Cidade_704,Cidade_704
12e6a57a1cba231c126383fbaa8d9a4217c4923bd5c412021f4f3852f03b315c,Cidade_2381,Cidade_1504,Cidade_704,Cidade_704,Cidade_704
1322dddafa21c2c67d114a0b48e13b4e6f008f09efd3e8b8ca55d584e144f473,Cidade_835,Cidade_747,Cidade_458,Cidade_1846,Cidade_704
1350afb5baa41df0a83ac3b55218e4d604a4d9af0035c831cddafe4a03e2ac95,Cidade_1486,Cidade_704,Cidade_704,Cidade_704,Cidade_704
137dab08f755115ba7e4a1c2da96948d370feac74be15aee0aa6b745621d4858,Cidade_265,Cidade_704,Cidade_704,Cidade_704,Cidade_704
13a96d0aa9c6008e2b9de438d0bc09d3bb1b29511dd63faec319a5e595e9efe7,Cidade_1705,Cidade_1110,Cidade_815,Cidade_103,Cidade_704
13abada4a9d910eef07b1740068b49726be37833258ca033e15d6085cd3df94a,Cidade_488,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1452058c316ed549bb93577aba919fd0fa6831ba45be293dc78488f665c0064a,Cidade_107,Cidade_294,Cidade_448,Cidade_1622,Cidade_1565
14c98d95410852261c18ccf49c2e791c2a446f95c6b443b0dc9e9090cde199d3,Cidade_761,Cidade_704,Cidade_704,Cidade_704,Cidade_704
14d26e898ee406965681fd14e98622bcf69cce3807396cba60b5b79d75a9b757,Cidade_428,Cidade_889,Cidade_2089,Cidade_1550,Cidade_2137
14d99b632abc77f2dc3a735386d3f649e098ce8c0bb0300142ac99bac8d1f2b7,Cidade_887,Cidade_704,Cidade_704,Cidade_704,Cidade_704
14f472955e709b7a80125005c463ada552f7f11ba231eb28b2443c1832fe899b,Cidade_2000,Cidade_226,Cidade_708,Cidade_1964,Cidade_1900
1501f6aa3338de83041f9cfb27327660349af304d197329d7c3c6877169ab42f,Cidade_2049,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1520da5facda90284e587697885bba72be06b7bf3c83c6aa313d601c0159619f,Cidade_1641,Cidade_704,Cidade_704,Cidade_704,Cidade_704
15341d71428749bbb63ee0fa4212b518752041f801c6485d7fb78c001678f854,Cidade_1711,Cidade_2361,Cidade_704,Cidade_704,Cidade_704
153faf293327d67c1f3372961570ad7417ce9b0a42e0ffe65c947c9b787efe62,Cidade_1174,Cidade_704,Cidade_704,Cidade_704,Cidade_704
155ab05a93a820b5b1343c7addac1950ef9e0e103e13eb9e52355b688fe01499,Cidade_532,Cidade_1462,Cidade_1895,Cidade_2282,Cidade_680
157559e1dd806e0401f1a89ce276331dc31b54af127afc7886d92129c36fa597,Cidade_416,Cidade_704,Cidade_704,Cidade_704,Cidade_704
158f41e8627e1dc1f8b52e43786d87159426d2e1ff40e7a89885de02a5cf07d9,Cidade_1413,Cidade_704,Cidade_704,Cidade_704,Cidade_704
158f512cfb380c940adab6862380b69a854755c6244c85cdbe4e11177217e983,Cidade_158,Cidade_704,Cidade_704,Cidade_704,Cidade_704
15aa376b0a31d8bb9b6faffd2a53abaa0999071bdd8819e9f3c7a9db9110ed30,Cidade_956,Cidade_1127,Cidade_961,Cidade_639,Cidade_1843
15c9fd832b380151420c140106e711735ae4854d97d5c13296921e11c9169403,Cidade_389,Cidade_704,Cidade_704,Cidade_704,Cidade_704
15d6d4c5d7fd3df176e9fedc6320315a366e0661420fbf3ff759d6ba3555cc7c,Cidade_226,Cidade_704,Cidade_704,Cidade_704,Cidade_704
160da1480c3763a236b03bc2920fb119f07d219d87ec6e3b7f066b866082bf2c,Cidade_2201,Cidade_704,Cidade_704,Cidade_704,Cidade_704
16329738a48c9d28949577313989d32c13ce08053c4cbb3ed57d1d7fcbd3b536,Cidade_2141,Cidade_1565,Cidade_211,Cidade_704,Cidade_704
1686e085f6ce092643e87e6976ae42fdfac82940a9ca36ea76a80a418c0db25c,Cidade_2195,Cidade_704,Cidade_704,Cidade_704,Cidade_704
169e7b3001c93d6d530a8d473f8b1bacc8ed24b005a8dd516fed27073ad170a4,Cidade_1784,Cidade_1255,Cidade_704,Cidade_704,Cidade_704
1707a3a56257474f532586af6affaa1e9626f5ae34ad404fe8a6d3c765c2bae3,Cidade_1967,Cidade_1829,Cidade_704,Cidade_704,Cidade_704
17427df9b085e934834e8fe1b6bce73f46f75facfa7f91a4e162fa2fe519502d,Cidade_1234,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1757c821edd87d30635bd37bb3cdd3aebf455bf258756750ad85e20288162b28,Cidade_1869,Cidade_704,Cidade_704,Cidade_704,Cidade_704
17a77f45d391d3ad59e93041e31bdc527f53f98dbe027685674236f687b01604,Cidade_226,Cidade_1964,Cidade_295,Cidade_888,Cidade_2000
17c31637f8a7884fe4b5c802456e4fcce080466d34ed27e7765c7a23be6cf368,Cidade_1925,Cidade_704,Cidade_704,Cidade_704,Cidade_704
17f34eed63600c995f5a3b7fdbae7e5cd13094f430f281cef23e2fe8ae57aa8b,Cidade_1442,Cidade_704,Cidade_704,Cidade_704,Cidade_704
186860bb2c79705868b31b9f2dc55b874189bc3b1bdc70bb86be91cf9e64c761,Cidade_978,Cidade_432,Cidade_704,Cidade_704,Cidade_704
18984df13346464eb4354c6a476fcee092409c5823e4febef4e0f8ade7fe2862,Cidade_1861,Cidade_1531,Cidade_704,Cidade_704,Cidade_704
18a765dce0772b5a94d2c03cd01fd6238b284fe990851499dbcd17663a491eb1,Cidade_1776,Cidade_704,Cidade_704,Cidade_704,Cidade_704
18b04731505857ac60cdeccffb01f492c52247c8a703127634d0361ab56a9fcc,Cidade_1382,Cidade_1605,Cidade_1398,Cidade_1570,Cidade_2163
18bf3e1cd9d329194b674459964cf4879a54dc6ae20701c40476c6ddeaf067e9,Cidade_1164,Cidade_704,Cidade_704,Cidade_704,Cidade_704
18bff529fdb2f36fff78f67133dbd5769c2ea368b8dab5c78dccc91f05fd8053,Cidade_1626,Cidade_679,Cidade_1846,Cidade_549,Cidade_1945
18d02cd211700c54f89857039abfe6059974231dbaf4ccc14235c2099095bad4,Cidade_1267,Cidade_704,Cidade_704,Cidade_704,Cidade_704
18f9b3a0ec1bda7aa5dc4df89e7f60b5167d3c46fd99100fc348d29113064b80,Cidade_704,Cidade_704,Cidade_704,Cidade_704,Cidade_704
191c1a1dd436a0f0b001908b7b4e54232bb3fb237d8a21310e36f739b590b4ea,Cidade_2104,Cidade_704,Cidade_704,Cidade_704,Cidade_704
192481f9cb72ef186c9061b368a7e52b649b32097c5b245921d0a7f0bede75ac,Cidade_721,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1939a0e88e56ef2bf24a96c0f8b2f9fa6a06ba9bc3a686554df2e549024bcad3,Cidade_1636,Cidade_1432,Cidade_2371,Cidade_1715,Cidade_2005
193fcd0ea45379cc0b9509d61d176709c6b037edf843cb463d3c4d04af566873,Cidade_426,Cidade_704,Cidade_704,Cidade_704,Cidade_704
194f5a685eb4311ba809823c1b43ed61ec737a6e0d0e7c35e73b830bca3666d2,Cidade_1570,Cidade_33,Cidade_325,Cidade_1382,Cidade_704
196f9bb85be845328dd4e56c0c538251f735a22db88327adf6312f97c32e2055,Cidade_2257,Cidade_131,Cidade_1650,Cidade_2033,Cidade_1247
197ba29a421ba82fcc40a5d4b420f62704aba2b94d5bb9fdb1d3147fcb270406,Cidade_398,Cidade_1390,Cidade_704,Cidade_704,Cidade_704
1994a8ca168c6ba15e0abe39cb2936828c4825604a24e32be2e19039dd78d00d,Cidade_373,Cidade_1479,Cidade_888,Cidade_708,Cidade_270
1997ff3be8a9162a4465e39d088bbaff1b762a198e3632d36ee0f9d3e86ccd47,Cidade_1230,Cidade_704,Cidade_704,Cidade_704,Cidade_704
19a712bb0bf1d016bd401fb85ada7ad6792a0845c35d030cb8856886bbe555a3,Cidade_447,Cidade_704,Cidade_704,Cidade_704,Cidade_704
19c4c480bda056404a5ccadf2c996025921ab5822ef3aefcacfbd3090d923c6b,Cidade_1366,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1a22710f40f1f8cc0609dea7bbfbccede26646dc6c50585eb6ede176e582415d,Cidade_2038,Cidade_704,Cidade_704,Cidade_704,Cidade_704
1a635dc3b8545359ed2a4b57f488784f46a4373bba5e81747eb7c98caff33826,Cidade_971,Cidade_604,Cidade_704,Cidade_704,Cidade_704
1a89662d0b3d8b1ebb4b26ef06afd98317b2978e7a96b02989c0405381e34202,Cidade_1607,Cidade_1696,Cidade_704,Cidade_704,Cidade_704
1a8b0de21bee0d57ad0621fd2e0463d7f64c0712a77cd115b9f2aba2153d33d9,Cidade_133,Cidade_737,Cidade_704,Cidade_704,Cidade_704
1a8f2184a34c5886aff977da9195b8525a1d4dc299b049a8a1ae99f8fb341b6f,Cidade_1806,Cidade_982,Cidade_704,Cidade_704,Cidade_704
1a8fc59c65a2c485d8ebd80977f6c97abfacbd60cf7fa5976d497cf062814fa8,Cidade_984,Cidade_2371,Cidade_2227,Cidade_1341,Cidade_22
1a9135fed8904e6c14b456bc6bfcce8f7de5c01c1d39869f2ff2242809d9c4e1,Cidade_1924,Cidade_444,Cidade_307,Cidade_1441,Cidade_704
1aa866623d61a9a96c517a1f8a3d6326bcf2cb4dee96f7a0581aa8ee72ff0a7e,Cidade_2354,Cidade_341,Cidade_2237,Cidade_2373,Cidade_152
